content,description,title
HALIFAX Theunion representing Halifax transit workers is calling for a pause in service andbetter safety measures for the bus drivers and maintenance workers after a garage mechanic tested positive for COVID19KenWilson the president of thelocal of th 965 chars,"HALIFAX — The union representing Halifax transit workers is calling for a pause in service and better safety measures for the bus drivers and maintenance workers after a garage mechanic tested positive for COVID-19.Ken Wilson, the president of the local of th…",Amid Halifax COVID19 infection at garage bus drivers union calls for service pause
HALIFAX The Nova Scotia Health Authority has opened eight COVID19 assessment centres across the provinceThere are no confirmed cases of COVID19 in Nova Scotia at this time but health officials are taking precautionsThe NSHA says the dedicated as 3425 chars,"Nova Scotia opens COVID-19 assessment centres across the province CTV News Appointments needed to access Nova Scotia COVID-19 assessment sites CBC.ca Chutzpah galore Halifax Examiner Out-of-country travel, seniors homes targeted in Nova Scotia's Covid-19 camp…",Nova Scotia opens COVID19 assessment centres across the province CTV News
New Delhi The worlds geriatric population people aged 60 and older will cross two billion by 2050 from nearly one billion in 2020 and in the case of a pandemic like novel coronavirus these loved ones are at high risk of death owing to a multitude of fact 3347 chars,"Are you close to someone above the age of 60? This is how you can take care of them during the COVID-19 pandemic OrissaPOST Coronavirus tips: How to slow the spread of COVID-19 with hand-washing, social distance USA TODAY Coronavirus news changes fast. Here a…",Are you close to someone above the age of 60 This is how you can take care of them during the COVID19 pandemic OrissaPOST
The largest brightestsupermoonof 2020 rose in the night sky on Tuesday Heres a look at the supermoonas seen from different parts of the world beginning with St Petersburg Russia where it rose behind the famous Chariot of Glory sculptureAnton Vag 2330 chars,Landmarks and landscapes around the world were illuminated by the brightest moon of the year.,Supermoon brightens night skies around the world
Sanjana Hira a graduate student at Ashoka University in Sonipat has been attending online classes from her Gurgaon home ever since educational institutions across India closed down campuses to contain the spread of coronavirusWhile many of our lectures 4557 chars,"Google has launched Teach from Home, an information hub to teach educators on how to conduct online classes amid the virus lockdown. The tech company is also giving free access to Hangouts Meet video-conferencing to all G Suite and G Suite for Education custo…",Coronavirus impact How tech companies are helping institutions smoothen their sudden transition to an onlineonly teaching format
Theres actually a lot of science behind triage its literally a scoring system based on the severity of calls Reid saidBritish Columbia Solicitor General Mike Farnworth said the province is already seeing retired first responders step up and offer to help 553 chars,"""We're triaging ourselves to maximize our ability to stay resilient for a long term."" — Vancouver Fire Chief Darrell Reid on how his department is dealing with the coronavirus",First responders adjust how they respond to emergencies in face of pandemic
Scroll down for a look at how lockdowns social distancing and selfisolation have changed daily life for people in Canada and in cities around the worldCanadas biggest cityToronto is usually a bustling thriving metropolis but drone video taken from 4077 chars,"Everyday life for people in Canada and across the globe has suddenly become unrecognizable, with millions staying at home, practicing social distancing and self-isolating amid the COVID-19 pandemic. Everything from city streets and parks to restaurants, legis…",See what life is like with lockdowns social distancing and selfisolation in Canada and around the world
Banking challenger Starling Bank has been voted Best British Bank at the British Bank Awards 2020 Bristolbased Triodos Bank came a close second while Monzo slips to third spot Tesco Bank remains the UKs least loved bankRun by Smart Money People the UK 3508 chars,"Banking challenger Starling Bank has been voted ‘Best British Bank’ at the British Bank Awards 2020. Bristol-based Triodos Bank came a close second, while Monzo slips to third spot. Tesco Bank remains the UK’s least loved bank.",Starling tops the Best British Bank awards for the third year in succession
We are all involved in a remarkable storyAs we move forward into the next few weeks and what most experts agree will be the most perilous part of the COVID19 pandemic in Canadawe must not lose sight of the human face of this crisisCanadians are ill 4979 chars,"Millions of Canadians have been turning to CBC News daily on TV, radio, digital and social media for the latest information on COVID-19. Here are some of the many ways to access CBC journalism on the pandemic and some recent changes we've made to our programm…",An update on local services and all the ways to access COVID19 information on CBC News
Image copyrightGetty ImagesScores of bank branches are closed and others have restricted opening hours as a result of the coronavirus crisisBranches are permitted to stay open despite the strict curbs placed on shops and gatherings by the government to 3449 chars,"Customers should only call phone lines for the most urgent need, to allow vulnerable people to get through.",UK bank branches close as virus affects access
